,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
3681,north-carolina,78,UNC-Wilmington,62,72,.375,25,.320,30,.533,51,5,3,8,60.00,72,.347,28,.179,11,.636,48,5,0,11,1
3682,north-carolina,77,Gardner-Webb,61,57,.456,18,.333,25,.760,39,9,5,16,50.00,57,.368,23,.217,18,.778,19,9,2,13,0
3683,north-carolina,75,Elon,61,68,.426,19,.158,23,.609,50,4,7,10,50.00,63,.317,32,.375,9,1.000,22,5,2,10,0
3684,Alabama,67,north-carolina,76,68,.382,31,.355,9,.444,27,6,4,14,1,71,.408,14,.357,21,.619,51,8,3,20,60.00
3685,north-carolina,64,Michigan,73,61,.426,13,.154,20,.500,29,4,2,11,60.00,56,.500,26,.423,10,.600,31,7,7,15,1
3686,north-carolina,78,Oregon,74,62,.419,23,.261,21,.952,41,4,12,13,60.00,70,.357,30,.400,20,.600,31,8,4,7,1
3687,north-carolina,49,Ohio-State,74,62,.274,23,.304,13,.615,26,6,5,10,50.00,56,.464,26,.385,15,.800,44,5,4,15,0
3688,Virginia,56,north-carolina,47,49,.327,17,.353,25,.720,30,8,3,12,1,46,.370,14,.071,22,.545,31,6,3,12,60.00
3689,north-carolina,64,Wofford,68,63,.365,19,.316,20,.600,49,2,6,11,50.00,66,.379,40,.350,6,.667,31,8,5,5,0
3690,Gonzaga,94,north-carolina,81,59,.593,18,.500,22,.682,27,8,4,11,1,68,.456,19,.368,17,.706,32,11,4,11,60.00
3691,UCLA,64,north-carolina,74,59,.424,21,.190,18,.556,41,6,4,22,1,55,.418,18,.333,35,.629,33,8,2,17,60.00
3692,Yale,67,north-carolina,70,54,.370,27,.296,22,.864,34,5,7,10,0,71,.366,19,.316,17,.706,45,4,4,8,50.00
3693,Georgia-Tech,96,north-carolina,83,61,.590,14,.429,24,.750,29,11,4,13,0,63,.429,14,.429,27,.852,25,9,2,15,50.00
3694,Pitt,73,north-carolina,65,52,.442,22,.409,22,.818,24,9,4,13,0,61,.410,21,.238,17,.588,39,7,3,16,50.00
3695,north-carolina,76,Clemson,79,66,.424,26,.231,20,.700,38,8,3,10,50.00,67,.433,31,.387,13,.692,36,7,4,11,0
3696,Pitt,66,north-carolina,52,53,.377,25,.280,27,.704,32,11,6,9,1,60,.317,18,.222,21,.476,42,7,2,15,60.00
3697,Virginia-Tech,79,north-carolina,77,65,.369,37,.378,21,.810,34,4,3,9,1,64,.438,22,.318,20,.700,42,1,2,13,60.00
3698,north-carolina,94,Miami-(FL),71,69,.580,23,.435,6,.667,39,6,4,12,50.00,58,.414,24,.250,18,.944,18,4,4,9,0
3699,NC-State,65,north-carolina,75,66,.424,20,.200,7,.714,25,7,7,10,1,57,.491,9,.222,25,.680,41,4,2,12,60.00
3700,radford,60,Liberty,66,53,.377,17,.235,23,.696,30,4,2,8,69.20,43,.465,22,.318,29,.655,30,4,5,9,1
3701,radford,91,Bridgewater-(VA),40,65,.523,27,.370,22,.591,45,11,3,11,50.00,45,.289,27,.296,10,.600,17,3,1,20,0
3702,Georgia-Southern,76,radford,73,61,.475,24,.375,13,.692,33,4,4,10,1,69,.420,24,.375,7,.857,36,4,3,13,69.20
3703,radford,67,Northwestern,56,55,.418,20,.450,16,.750,34,5,3,12,69.20,60,.333,21,.143,19,.684,27,5,4,10,1
3704,Bradley,70,radford,61,49,.490,19,.368,25,.600,36,5,1,16,1,50,.420,19,.211,26,.577,24,10,2,13,69.20
3705,Monmouth,80,radford,63,51,.490,19,.421,33,.667,37,5,1,9,1,66,.348,27,.259,16,.625,28,3,3,9,69.20
3706,James-Madison,71,radford,94,60,.417,30,.367,22,.455,30,2,4,12,0,70,.543,19,.474,10,.900,40,4,3,5,50.00
3707,radford,58,UNC-Greensboro,60,46,.478,21,.381,17,.353,31,2,2,11,50.00,60,.417,30,.300,7,.143,31,2,3,7,0
3708,Duquesne,71,radford,49,53,.509,24,.292,13,.769,38,5,6,15,1,57,.316,23,.261,12,.583,25,6,1,9,69.20
3709,radford,68,Mississippi-State,77,54,.426,32,.469,12,.583,24,4,1,12,69.20,52,.462,14,.286,30,.833,37,5,7,11,1
3710,radford,73,Richmond,58,50,.460,18,.444,23,.826,37,6,1,12,69.20,55,.364,24,.292,15,.733,26,6,1,10,1
3711,Central-Pennsylvania-College,45,radford,90,58,.310,20,.250,4,1.000,25,7,0,14,0,66,.561,32,.406,6,.500,41,10,1,9,50.00
3712,High-Point,62,radford,73,52,.404,22,.273,20,.700,28,8,3,12,0,48,.500,18,.333,26,.731,30,6,3,11,50.00
3713,Gardner-Webb,64,radford,67,61,.377,34,.382,11,.455,35,4,4,11,1,52,.481,17,.353,18,.611,26,7,2,7,69.20
3714,Campbell,63,radford,68,54,.389,29,.276,18,.722,26,5,5,9,0,48,.458,16,.375,26,.692,33,4,1,12,50.00
3715,USC-Upstate,59,radford,63,52,.346,20,.250,21,.857,32,4,2,10,1,56,.393,23,.261,17,.765,31,3,8,8,69.20
3716,Presbyterian,64,radford,75,49,.408,18,.278,27,.704,27,1,2,11,1,56,.536,22,.318,16,.500,31,7,4,8,69.20
3717,Winthrop,61,radford,56,57,.386,27,.222,23,.478,42,4,3,10,0,64,.328,29,.207,15,.533,38,6,1,8,50.00
3718,radford,67,UNC-Asheville,80,58,.431,20,.200,24,.542,34,6,1,13,69.20,50,.520,24,.417,24,.750,25,5,3,9,1
3719,radford,83,Hampton,79,62,.500,20,.350,22,.636,31,4,2,5,50.00,67,.418,24,.292,20,.800,34,1,5,10,0
3720,Iona,64,la-salle,70,70,.300,40,.200,20,.700,42,10,6,17,0,65,.400,22,.318,20,.550,46,8,4,17,50.00
3721,la-salle,59,Penn,75,56,.429,14,.214,12,.667,26,9,4,16,36.40,69,.406,28,.250,16,.750,42,8,3,15,1
3722,la-salle,65,Temple,70,63,.365,37,.405,9,.444,32,8,5,17,50.00,56,.375,21,.333,29,.724,35,12,6,14,0
3723,la-salle,75,Murray-State,64,47,.511,28,.464,23,.609,30,5,5,15,36.40,60,.433,20,.200,13,.615,25,7,1,9,1
3724,la-salle,72,Wright-State,70,60,.450,21,.429,14,.643,31,3,0,16,36.40,55,.400,27,.333,29,.586,32,9,3,12,1
3725,South-Alabama,76,la-salle,81,56,.429,20,.300,29,.759,26,10,6,13,1,54,.481,23,.391,24,.833,34,6,4,15,36.40
3726,la-salle,72,Villanova,83,66,.394,26,.423,13,.692,28,8,6,17,36.40,55,.491,16,.375,30,.767,35,12,8,18,1
3727,Drexel,63,la-salle,71,61,.344,11,.273,24,.750,33,7,3,15,1,58,.483,21,.286,15,.600,35,7,5,16,36.40
3728,Morgan-State,68,la-salle,85,58,.448,16,.188,18,.722,36,3,1,16,0,58,.448,33,.364,27,.778,31,10,4,7,50.00
3729,la-salle,74,Wagner,60,53,.377,29,.310,36,.694,40,6,3,11,50.00,58,.328,23,.304,22,.682,34,6,3,11,0
3730,Fairleigh-Dickinson,58,la-salle,66,61,.377,21,.286,13,.462,31,7,5,11,0,59,.390,19,.105,23,.783,40,6,2,12,50.00
3731,Bucknell,59,la-salle,71,51,.353,19,.263,18,1.000,32,11,1,22,0,53,.472,19,.368,23,.609,27,13,4,16,50.00
3732,Dayton,84,la-salle,58,58,.534,15,.333,20,.850,32,9,8,14,0,66,.348,17,.176,11,.818,27,5,7,16,50.00
3733,la-salle,66,Fordham,60,46,.478,24,.417,15,.800,33,9,6,19,36.40,53,.396,21,.286,19,.632,25,11,3,11,1
3734,la-salle,69,UMass,77,65,.400,27,.222,17,.647,36,9,1,15,36.40,49,.490,16,.563,30,.667,30,8,2,15,1
3735,George-Mason,76,la-salle,63,52,.481,21,.381,22,.818,32,7,6,13,0,60,.350,21,.381,20,.650,34,10,1,16,50.00
3736,Rhode-Island,66,la-salle,63,49,.408,17,.235,32,.688,31,15,4,16,1,52,.481,21,.381,11,.455,30,8,3,21,36.40
3737,la-salle,57,Richmond,75,58,.328,29,.241,21,.571,29,11,2,14,36.40,40,.600,16,.313,29,.759,33,8,3,20,1
3738,VCU,76,la-salle,65,56,.464,21,.476,19,.737,28,9,4,13,0,61,.410,30,.400,10,.300,34,10,4,15,50.00
3739,la-salle,76,Saint-Louis,77,65,.431,21,.286,20,.700,39,8,4,14,50.00,72,.417,17,.471,17,.529,40,8,6,8,0
3740,american,80,Siena,96,54,.519,18,.333,28,.643,23,5,1,11,50.00,67,.522,21,.524,18,.833,39,4,0,13,1
3741,William--Mary,79,american,70,58,.483,13,.308,24,.792,38,7,5,11,0,66,.379,25,.360,13,.846,31,4,5,12,50.00
3742,George-Washington,65,american,67,58,.431,24,.292,11,.727,43,5,8,17,1,63,.444,15,.267,12,.583,25,13,5,7,50.00
3743,Saint-Francis-(PA),79,american,76,58,.500,13,.538,19,.737,26,8,0,8,1,57,.491,23,.565,9,.778,29,4,6,11,50.00
3744,Howard,69,american,86,58,.466,21,.381,12,.583,30,4,5,15,0,65,.538,13,.308,19,.632,34,8,5,9,50.00
3745,Albany-(NY),68,american,64,49,.449,17,.412,23,.739,32,6,7,12,1,67,.373,26,.308,10,.600,33,8,2,11,50.00
3746,american,85,UMBC,61,49,.592,23,.435,22,.773,28,13,6,18,50.00,48,.375,12,.333,36,.583,26,4,3,20,0
3747,George-Mason,68,american,53,55,.418,12,.250,25,.760,31,7,3,8,1,53,.396,19,.263,16,.375,37,5,2,16,50.00
3748,american,82,Mount-St-Mary's,76,52,.462,22,.455,30,.800,36,5,2,16,50.00,56,.446,20,.250,26,.808,25,9,5,8,1
3749,american,74,Stony-Brook,77,59,.492,19,.526,10,.600,32,6,3,16,50.00,63,.460,17,.471,19,.579,36,8,5,12,0
3750,Georgetown,80,american,60,54,.537,9,.222,28,.714,38,7,3,17,1,58,.414,23,.130,13,.692,23,9,1,16,50.00
3751,american,51,Colgate,65,61,.344,21,.190,9,.556,31,8,0,8,50.00,59,.407,24,.417,9,.778,43,3,0,13,1
3752,american,67,Boston-University,63,51,.451,26,.385,17,.647,36,5,2,15,50.00,54,.407,13,.154,27,.630,31,9,2,12,0
3753,american,68,Army,60,54,.444,21,.333,16,.813,22,8,2,10,50.00,48,.542,18,.333,8,.250,26,3,1,18,1
3754,american,73,Lehigh,82,72,.375,31,.290,16,.625,30,11,3,9,50.00,52,.538,10,.400,26,.846,32,4,2,16,1
3755,american,61,Bucknell,60,51,.451,21,.333,12,.667,30,9,2,14,50.00,48,.375,17,.412,20,.850,26,10,3,11,0
3756,american,81,Holy-Cross,69,52,.615,8,.500,18,.722,19,7,5,8,50.00,56,.482,15,.267,16,.688,30,3,1,15,0
3757,Loyola-(MD),91,american,93,68,.471,23,.391,22,.818,32,10,5,15,1,70,.471,23,.391,19,.947,34,5,5,15,50.00
3758,Colgate,79,american,69,62,.435,19,.316,25,.760,43,5,2,12,0,66,.394,23,.217,18,.667,34,8,6,10,50.00
3759,american,77,Lehigh,56,46,.500,12,.417,31,.839,37,5,4,13,50.00,56,.357,19,.158,28,.464,22,7,4,8,0
3760,north-dakota-state,54,Kansas-State,67,52,.288,30,.267,25,.640,38,4,1,6,50.00,61,.426,21,.286,14,.643,38,5,4,6,1
3761,Mayville-State,53,north-dakota-state,93,56,.393,19,.368,5,.400,23,3,2,17,0,69,.522,23,.348,16,.813,42,7,5,9,50.00
3762,Cal-Poly,67,north-dakota-state,74,52,.519,14,.500,11,.545,25,5,0,10,0,48,.458,20,.250,31,.806,29,4,0,9,50.00
3763,north-dakota-state,76,Texas-Rio-Grande-Valley,70,56,.411,29,.414,23,.783,40,3,1,14,50.00,60,.483,16,.375,14,.429,29,6,6,9,1
3764,north-dakota-state,57,Texas-AM-Corpus-Christi,45,51,.392,26,.308,10,.900,29,6,2,8,50.00,48,.333,20,.400,8,.625,30,2,1,15,1
3765,north-dakota-state,57,Stony-Brook,64,64,.344,30,.267,9,.556,33,6,4,9,50.00,54,.407,21,.429,11,1.000,34,1,4,12,1
3766,Utah-Valley,68,north-dakota-state,62,57,.491,13,.308,8,1.000,32,7,1,9,0,58,.397,28,.214,17,.588,32,4,2,10,50.00
3767,Idaho,53,north-dakota-state,70,53,.358,14,.286,14,.786,29,6,3,13,1,59,.407,38,.368,12,.667,36,7,2,10,50.00
3768,Indiana-State,71,north-dakota-state,60,59,.458,17,.294,16,.750,36,8,2,4,1,56,.357,33,.303,14,.714,33,1,2,9,50.00
3769,ETSU,68,north-dakota-state,78,51,.471,18,.333,17,.824,25,8,1,15,0,48,.458,21,.381,30,.867,27,9,0,13,50.00
3770,Cal-State-Northridge,62,north-dakota-state,71,58,.414,20,.250,12,.750,30,3,2,9,1,57,.456,30,.400,10,.700,35,6,2,11,50.00
3771,north-dakota-state,79,Montana-State,65,56,.464,26,.385,21,.810,25,7,3,5,50.00,53,.491,15,.333,11,.727,26,3,2,16,0
3772,north-dakota-state,68,Marquette,82,67,.388,25,.400,10,.600,32,4,2,10,50.00,61,.426,24,.375,26,.808,42,6,10,9,1
3773,Denver,55,north-dakota-state,66,59,.322,14,.357,15,.800,31,7,2,10,1,51,.471,23,.348,13,.769,37,4,1,14,50.00
3774,Western-Illinois,74,north-dakota-state,94,64,.438,22,.364,15,.667,24,5,3,7,0,63,.540,27,.370,16,1.000,37,6,3,9,50.00
3775,north-dakota-state,97,Northland,43,62,.581,20,.500,17,.882,45,6,3,14,50.00,60,.267,27,.259,6,.667,18,8,0,13,0
3776,Oral-Roberts,79,north-dakota-state,73,53,.528,17,.412,19,.842,27,8,3,11,1,55,.455,29,.379,14,.857,29,7,2,15,50.00
3777,South-Dakota,70,north-dakota-state,72,51,.510,13,.462,18,.667,27,3,3,10,0,55,.491,30,.333,11,.727,22,5,5,10,50.00
3778,north-dakota-state,83,North-Dakota,74,57,.491,18,.389,23,.870,28,5,4,5,50.00,60,.450,20,.250,17,.882,31,1,1,10,0
3779,north-dakota-state,73,South-Dakota-State,78,60,.483,31,.323,9,.556,24,3,3,5,50.00,52,.558,14,.357,22,.682,31,2,4,8,1
3780,Rhodes,55,lipscomb,104,74,.311,19,.263,7,.571,30,2,4,18,0,75,.547,18,.333,23,.696,51,6,6,10,46.70
3781,lipscomb,70,Middle-Tennessee,73,64,.375,32,.281,16,.813,38,4,6,18,46.70,57,.404,30,.433,17,.824,34,8,4,20,0
3782,lipscomb,78,Tennessee-State,79,54,.500,20,.350,24,.708,19,3,1,13,66.70,59,.542,22,.364,13,.538,36,3,6,22,1
3783,lipscomb,36,Duquesne,58,48,.292,18,.000,12,.667,31,8,3,21,66.70,60,.367,22,.045,17,.765,41,15,5,13,1
3784,Belmont,73,lipscomb,67,69,.391,32,.250,18,.611,42,3,4,10,0,61,.377,20,.200,28,.607,45,5,1,11,46.70
3785,Navy,61,lipscomb,65,56,.357,24,.333,14,.929,34,5,1,13,1,53,.491,21,.476,7,.429,25,5,6,10,66.70
3786,Tennessee-Tech,65,lipscomb,78,70,.357,35,.314,8,.500,38,4,3,12,1,60,.500,26,.385,12,.667,36,5,1,10,66.70
3787,Xavier,87,lipscomb,62,74,.486,24,.333,13,.538,42,10,5,14,1,63,.397,15,.267,11,.727,34,6,0,17,66.70
3788,Belmont,80,lipscomb,75,57,.509,28,.357,16,.750,32,7,4,18,1,69,.449,28,.250,7,.857,31,9,2,15,66.70
3789,lipscomb,96,Trevecca-Nazarene,72,62,.597,20,.450,18,.722,36,6,5,12,46.70,57,.456,26,.538,11,.545,20,2,3,17,0
3790,lipscomb,78,Tennessee-Tech,60,55,.509,25,.440,17,.647,31,6,4,17,46.70,54,.426,24,.333,17,.353,29,9,0,16,0
3791,lipscomb,63,Vermont,86,65,.323,27,.370,16,.688,31,6,1,11,66.70,60,.467,23,.435,25,.800,46,6,9,13,1
3792,lipscomb,59,Auburn,86,57,.386,21,.238,15,.667,24,6,0,13,66.70,60,.517,32,.375,17,.706,39,6,9,13,1
3793,Stetson,63,lipscomb,66,55,.455,16,.313,14,.571,25,8,3,10,1,47,.426,30,.367,22,.682,22,5,3,11,66.70
3794,lipscomb,61,Florida-Gulf-Coast,68,63,.381,27,.296,10,.500,29,8,3,13,66.70,48,.542,20,.450,13,.538,34,5,3,19,1
3795,lipscomb,85,Kennesaw-State,73,65,.492,26,.500,14,.571,37,4,2,13,46.70,55,.491,19,.368,16,.750,24,6,5,11,0
3796,North-Alabama,82,lipscomb,69,59,.424,22,.455,27,.815,37,5,4,9,0,55,.382,20,.400,31,.613,34,4,4,10,46.70
3797,lipscomb,57,NJIT,75,53,.377,15,.133,17,.882,23,6,0,8,66.70,55,.582,14,.429,12,.417,35,7,1,8,1
3798,lipscomb,60,Liberty,67,46,.435,26,.385,14,.714,29,3,0,15,66.70,53,.434,22,.318,22,.636,30,7,0,7,1
3799,lipscomb,85,Jacksonville,89,70,.429,20,.400,25,.680,31,8,3,7,46.70,61,.508,23,.435,24,.708,38,5,4,13,0
3800,UNLV,86,ipfw,71,54,.519,19,.368,28,.821,39,3,4,14,1,58,.483,22,.273,13,.692,18,10,4,11,33.30
3801,ipfw,91,Manchester,80,66,.515,28,.321,18,.778,42,13,0,19,46.70,61,.443,41,.366,15,.733,23,9,0,19,0
3802,Southeast-Missouri-State,79,ipfw,78,56,.446,17,.471,30,.700,32,5,0,10,1,64,.406,31,.323,22,.727,39,2,0,15,33.30
3803,Miami-(OH),84,ipfw,80,64,.484,26,.308,18,.778,28,7,3,12,0,51,.510,23,.435,24,.750,30,4,1,19,46.70
3804,ipfw,79,Stetson,55,59,.475,35,.457,13,.538,33,9,2,12,46.70,54,.407,18,.278,7,.857,27,9,0,15,0
3805,ipfw,68,Kent-State,75,60,.433,20,.450,9,.778,33,4,4,15,33.30,64,.422,29,.345,16,.688,35,9,7,11,1
3806,ipfw,46,Ohio-State,85,54,.315,21,.381,6,.667,24,2,1,18,33.30,58,.534,30,.433,14,.714,38,9,5,11,1
3807,ipfw,81,Ohio-Northern,47,61,.508,25,.320,14,.786,34,11,4,8,46.70,56,.304,25,.200,9,.889,32,4,1,17,0
3808,Niagara,54,ipfw,77,56,.393,20,.150,9,.778,23,4,2,14,0,62,.516,31,.323,7,.429,33,10,5,13,46.70
3809,Grand-Canyon,60,ipfw,71,50,.400,17,.353,21,.667,25,7,1,11,1,49,.551,23,.304,16,.625,28,7,4,11,33.30
3810,Eastern-Illinois,69,ipfw,74,65,.446,17,.294,8,.750,30,8,2,15,0,55,.473,22,.409,21,.619,32,8,2,19,46.70
3811,ipfw,49,UIC,62,57,.368,29,.172,2,1.000,21,7,0,9,33.30,49,.490,31,.355,5,.600,29,4,2,18,1
3812,ipfw,69,Judson,33,67,.343,39,.256,27,.481,44,14,4,9,46.70,52,.231,15,.200,10,.600,41,3,5,26,0
3813,ipfw,65,IUPUI,74,67,.388,35,.286,7,.429,30,6,4,12,33.30,58,.448,26,.308,16,.875,30,10,4,10,1
3814,ipfw,59,Iowa-State,89,66,.333,29,.241,12,.667,39,5,2,15,33.30,63,.556,30,.467,10,.500,34,8,7,8,1
3815,South-Dakota,59,ipfw,70,56,.357,23,.391,18,.556,27,8,3,11,0,61,.426,27,.407,11,.636,39,5,5,15,46.70
3816,North-Dakota,83,ipfw,69,44,.568,22,.455,29,.793,28,3,2,14,1,59,.424,19,.263,23,.609,31,11,0,9,33.30
3817,ipfw,77,Western-Illinois,69,67,.493,15,.400,8,.625,45,3,5,16,33.30,71,.394,27,.370,6,.500,31,6,4,9,1
3818,South-Dakota-State,70,ipfw,61,55,.527,18,.500,6,.500,36,2,6,14,0,67,.328,26,.154,14,.929,29,8,5,6,46.70
3819,Oral-Roberts,92,ipfw,68,62,.597,24,.417,11,.727,30,5,3,8,0,59,.407,29,.345,13,.769,30,3,3,14,46.70
3820,Green-Bay,57,purdue,79,63,.365,20,.350,9,.444,26,4,1,16,0,61,.508,19,.316,17,.647,35,8,9,10,46.70
3821,Texas,70,purdue,66,45,.533,22,.409,16,.813,23,6,6,14,0,61,.410,16,.500,12,.667,31,8,2,13,46.70
3822,Marquette,65,purdue,55,52,.385,25,.280,24,.750,37,3,5,9,1,59,.339,24,.250,21,.429,33,4,4,9,42.90
3823,Chicago-State,49,purdue,93,49,.367,19,.316,11,.636,20,2,1,17,0,70,.500,36,.306,17,.706,44,7,5,8,46.70
3824,purdue,81,Jacksonville-State,49,56,.554,20,.400,14,.786,33,2,7,6,46.70,59,.271,21,.238,21,.571,29,4,0,7,0
3825,VCU,56,purdue,59,43,.442,17,.176,22,.682,23,8,3,21,1,44,.409,16,.250,29,.655,28,10,2,18,42.90
3826,Florida-State,63,purdue,60,58,.379,17,.059,25,.720,29,16,6,13,1,62,.339,24,.208,17,.765,43,6,3,24,42.90
3827,purdue,69,Virginia,40,53,.453,25,.520,12,.667,30,12,1,7,46.70,43,.372,24,.167,8,.500,25,3,4,15,0
3828,purdue,58,Northwestern,44,59,.390,22,.227,9,.778,35,5,2,6,46.70,53,.340,17,.294,4,.750,28,3,3,12,0
3829,Nebraska,70,purdue,56,61,.426,30,.367,9,.778,39,6,2,10,1,79,.304,35,.171,5,.400,47,5,7,9,42.90
3830,Ohio,51,purdue,69,51,.373,32,.281,8,.500,27,4,3,15,1,51,.490,18,.389,18,.667,32,7,0,11,42.90
3831,Butler,70,purdue,61,45,.467,19,.368,32,.656,30,3,3,12,1,57,.333,20,.450,20,.700,28,6,2,12,42.90
3832,Central-Michigan,62,purdue,97,58,.379,22,.136,19,.789,27,6,4,22,0,68,.544,32,.438,11,.818,36,11,4,15,46.70
3833,purdue,83,Minnesota,78,68,.426,25,.440,23,.609,40,6,3,15,46.70,74,.365,26,.346,19,.789,44,8,5,18,0
3834,Illinois,63,purdue,37,57,.456,19,.368,8,.500,41,5,4,13,1,60,.250,17,.176,10,.400,28,3,2,11,42.90
3835,purdue,78,Michigan,84,71,.408,19,.316,19,.737,42,2,4,15,42.90,66,.470,29,.241,24,.625,26,7,7,9,1
3836,purdue,71,Michigan-State,42,57,.456,22,.364,18,.611,32,8,7,6,46.70,51,.353,16,.125,6,.667,30,4,6,18,0
3837,Maryland,57,purdue,50,51,.412,24,.292,11,.727,32,2,7,12,1,56,.357,17,.176,7,1.000,32,8,2,9,42.90
3838,Illinois,79,purdue,62,49,.551,16,.438,19,.947,34,1,3,13,0,56,.411,8,.375,21,.619,18,6,3,5,46.70
3839,purdue,70,Wisconsin,51,60,.450,19,.474,9,.778,39,8,5,11,46.70,46,.435,22,.318,8,.500,15,3,5,11,0
3840,loyola-il,82,UC-Davis,48,63,.556,16,.250,10,.800,36,7,1,8,46.70,57,.368,17,.176,8,.375,24,3,3,14,0
3841,loyola-il,63,Furman,87,55,.527,14,.286,3,.333,30,3,3,22,42.90,56,.554,20,.400,24,.708,24,12,2,9,1
3842,loyola-il,72,Coppin-State,76,54,.426,21,.190,34,.647,34,9,4,14,46.70,58,.397,18,.444,28,.786,37,6,4,13,0
3843,St-Joseph's,68,loyola-il,85,56,.393,34,.353,19,.632,36,7,2,24,0,62,.565,14,.286,18,.611,29,12,2,12,46.70
3844,IUPUI,62,loyola-il,85,56,.411,22,.455,9,.667,24,6,0,15,0,44,.614,16,.563,24,.917,20,7,4,13,46.70
3845,South-Florida,66,loyola-il,55,44,.500,21,.476,23,.522,23,9,0,15,1,35,.514,9,.222,25,.680,20,6,2,17,42.90
3846,Colorado-State,61,loyola-il,60,48,.479,20,.500,13,.385,20,8,2,11,1,51,.510,14,.286,6,.667,30,9,2,12,42.90
3847,loyola-il,68,Old-Dominion,61,40,.475,14,.286,31,.839,29,3,0,16,42.90,53,.472,16,.250,11,.636,24,9,4,13,1
3848,loyola-il,70,Ball-State,58,51,.431,15,.600,23,.739,26,9,1,11,42.90,52,.346,28,.357,14,.857,31,7,2,20,1
3849,loyola-il,90,Quincy,59,55,.618,18,.556,19,.632,32,10,3,12,46.70,56,.375,32,.344,11,.545,27,8,2,18,0
3850,loyola-il,64,Norfolk-State,45,50,.420,19,.421,23,.609,27,13,2,12,46.70,45,.378,23,.261,9,.556,31,5,3,21,0
3851,loyola-il,78,Vanderbilt,70,50,.560,10,.500,30,.567,29,4,1,14,42.90,53,.472,21,.333,22,.591,31,6,3,15,1
3852,Davidson,59,loyola-il,56,51,.431,24,.375,7,.857,23,6,3,12,0,43,.465,15,.267,18,.667,27,7,1,12,46.70
3853,Valparaiso,63,loyola-il,66,58,.431,27,.333,6,.667,33,9,9,15,1,50,.420,14,.357,30,.633,34,6,1,13,42.90
3854,Missouri-State,58,loyola-il,62,51,.431,23,.391,6,.833,29,3,5,16,0,48,.458,10,.200,26,.615,22,9,2,6,46.70
3855,loyola-il,62,Drake,65,57,.439,21,.286,13,.462,19,11,3,6,42.90,54,.481,23,.391,6,.667,37,4,7,17,1
3856,Evansville,44,loyola-il,78,46,.391,19,.211,12,.333,20,7,1,15,0,44,.705,10,.400,19,.632,27,5,4,10,46.70
3857,Southern-Illinois,48,loyola-il,64,54,.352,26,.192,5,1.000,23,4,3,7,0,48,.542,12,.500,9,.667,31,3,4,9,46.70
3858,loyola-il,62,Illinois-State,50,43,.465,19,.474,16,.813,26,13,0,14,42.90,51,.373,32,.344,4,.250,30,8,2,22,1
3859,loyola-il,75,Indiana-State,55,46,.674,12,.667,8,.625,28,8,0,15,46.70,49,.429,20,.300,11,.636,20,3,0,14,0
3860,Eastern-Kentucky,79,chattanooga,68,52,.519,14,.429,25,.760,39,6,7,24,1,68,.324,25,.360,17,.882,30,8,0,20,42.90
3861,Tennessee-State,57,chattanooga,59,57,.439,15,.267,5,.600,35,2,5,15,0,60,.350,19,.316,19,.579,38,6,2,13,46.20
3862,Troy,68,chattanooga,74,63,.413,26,.385,19,.316,42,4,2,16,1,57,.421,34,.324,24,.625,34,10,0,12,42.90
3863,South-Alabama,72,chattanooga,90,53,.434,21,.238,24,.875,27,6,4,13,0,62,.548,22,.500,19,.579,33,2,2,12,46.20
3864,Florida-State,89,chattanooga,53,65,.523,25,.400,17,.647,39,10,5,11,1,59,.390,24,.208,6,.333,30,4,5,16,42.90
3865,Tennessee,58,chattanooga,46,51,.373,18,.278,23,.652,40,4,7,9,1,56,.339,19,.316,4,.500,29,4,0,9,42.90
3866,chattanooga,74,Alabama-State,56,61,.475,22,.273,16,.625,38,4,1,15,42.90,52,.385,19,.211,19,.632,29,7,5,17,1
3867,chattanooga,63,Jacksonville-State,60,49,.449,25,.400,11,.818,23,2,3,13,42.90,57,.421,16,.313,11,.636,33,7,2,12,1
3868,Western-Carolina,87,chattanooga,77,55,.527,19,.421,28,.750,37,2,1,13,1,63,.460,29,.310,16,.625,24,4,2,8,42.90
3869,chattanooga,99,Tennessee-Wesleyan,51,66,.576,21,.381,17,.882,44,11,1,13,46.20,51,.373,20,.150,16,.625,15,4,2,21,0
3870,Virginia-Tech,63,chattanooga,58,59,.390,21,.286,14,.786,34,5,2,7,1,53,.415,27,.333,10,.500,33,1,2,10,42.90
3871,chattanooga,84,Troy,80,64,.422,31,.323,28,.714,28,6,1,9,46.20,59,.492,20,.400,17,.824,31,6,6,15,0
3872,chattanooga,68,UNC-Asheville,64,55,.418,22,.455,15,.800,33,3,1,14,42.90,54,.444,18,.444,11,.727,26,11,3,10,1
3873,chattanooga,72,Cumberland,42,59,.458,23,.348,15,.667,44,5,2,10,46.20,54,.352,15,.200,2,.500,24,6,1,8,0
3874,chattanooga,70,Mercer,61,57,.421,23,.261,23,.696,31,5,1,6,42.90,52,.462,17,.235,10,.900,28,3,2,10,1
3875,Furman,73,chattanooga,66,60,.517,27,.333,6,.333,25,9,4,7,0,48,.542,16,.438,12,.583,27,3,1,14,46.20
3876,Samford,67,chattanooga,105,65,.369,14,.286,19,.789,30,5,6,15,0,73,.548,31,.548,13,.615,39,4,4,8,46.20
