,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
3877,Wofford,59,chattanooga,72,55,.400,32,.281,12,.500,25,3,3,5,0,57,.509,26,.385,4,1.000,33,4,0,9,46.20
3878,chattanooga,52,UNC-Greensboro,72,52,.385,18,.278,17,.412,34,6,0,19,42.90,66,.485,12,.417,12,.250,38,7,1,12,1
3879,Citadel,69,chattanooga,92,59,.356,25,.240,25,.840,28,7,2,13,0,65,.492,28,.429,22,.727,43,6,3,14,46.20
3880,Oral-Roberts,75,oklahoma-state,80,71,.338,32,.219,26,.769,44,10,2,17,0,61,.377,24,.333,34,.765,44,8,12,21,46.20
3881,oklahoma-state,69,UMKC,51,58,.483,10,.200,16,.688,36,5,6,9,46.20,48,.354,21,.286,16,.688,21,6,5,12,0
3882,College-of-Charleston,54,oklahoma-state,73,52,.327,27,.185,16,.938,26,7,1,14,1,54,.519,21,.429,9,.889,30,10,4,11,33.30
3883,Yale,57,oklahoma-state,64,55,.382,31,.290,9,.667,39,5,4,20,0,65,.400,19,.211,15,.533,35,12,2,11,46.20
3884,Western-Michigan,63,oklahoma-state,70,57,.404,29,.310,15,.533,33,5,0,9,0,64,.375,25,.280,24,.625,44,5,5,9,46.20
3885,oklahoma-state,86,Syracuse,72,55,.491,26,.346,28,.821,36,12,2,18,33.30,56,.339,31,.258,37,.703,28,9,2,17,1
3886,Ole-Miss,37,oklahoma-state,78,58,.259,20,.050,11,.545,34,7,1,20,1,62,.452,27,.296,15,.933,41,11,5,13,33.30
3887,Georgetown,81,oklahoma-state,74,64,.453,22,.409,14,1.000,39,3,7,15,0,62,.403,32,.375,16,.750,25,7,5,12,46.20
3888,Wichita-State,80,oklahoma-state,61,63,.444,26,.423,20,.650,39,10,4,16,0,52,.385,16,.188,26,.692,30,6,2,18,46.20
3889,Houston,55,oklahoma-state,61,61,.311,29,.241,16,.625,38,4,5,9,1,51,.412,14,.286,19,.789,34,3,3,9,33.30
3890,Minnesota,86,oklahoma-state,66,55,.582,21,.476,13,.923,30,4,3,16,1,60,.417,16,.375,15,.667,25,8,2,14,33.30
3891,Southeastern-Louisiana,31,oklahoma-state,82,58,.224,20,.050,10,.400,32,4,0,17,0,60,.450,27,.296,25,.800,49,8,3,10,46.20
3892,oklahoma-state,50,Texas-Tech,85,52,.288,27,.333,18,.611,26,4,3,14,33.30,55,.545,24,.375,21,.762,35,9,5,9,1
3893,oklahoma-state,41,West-Virginia,55,48,.292,20,.050,20,.600,31,10,3,18,46.20,49,.388,24,.250,20,.550,37,9,1,19,0
3894,oklahoma-state,40,TCU,52,53,.302,19,.105,8,.750,30,5,3,13,33.30,48,.333,25,.320,16,.750,37,7,4,13,1
3895,Texas,76,oklahoma-state,64,56,.482,32,.469,9,.778,36,4,11,12,0,62,.403,15,.400,15,.533,31,5,2,11,46.20
3896,oklahoma-state,68,Baylor,75,56,.411,24,.417,15,.800,31,6,2,15,46.20,55,.436,23,.348,23,.826,25,7,4,9,0
3897,Iowa-State,89,oklahoma-state,82,49,.510,24,.458,33,.848,38,5,4,19,1,69,.420,25,.400,21,.667,29,12,2,8,33.30
3898,oklahoma-state,73,Texas-AM,62,49,.551,19,.421,15,.733,30,4,7,12,33.30,59,.390,25,.280,14,.643,27,6,1,9,1
3899,oklahoma-state,50,Kansas,65,64,.281,18,.111,16,.750,37,6,3,6,46.20,54,.389,33,.333,15,.800,36,3,8,10,0
3900,davidson,66,Auburn,76,55,.327,28,.357,23,.870,28,8,0,15,50.00,50,.480,24,.250,35,.629,34,3,5,14,1
3901,davidson,58,Charlotte,71,54,.463,22,.318,2,.500,22,8,0,11,50.00,52,.500,12,.333,20,.750,33,8,4,11,1
3902,davidson,87,UNC-Wilmington,49,60,.550,26,.500,11,.727,38,4,1,10,46.20,51,.373,24,.333,8,.375,21,4,1,17,0
3903,Nevada,71,davidson,91,50,.560,15,.333,14,.714,29,4,0,20,0,60,.550,26,.462,16,.813,22,9,3,8,46.20
3904,Wake-Forest,82,davidson,70,64,.484,22,.455,12,.833,41,4,5,12,1,61,.426,25,.280,14,.786,26,7,2,8,50.00
3905,Marquette,73,davidson,63,52,.385,17,.353,38,.711,33,4,1,13,1,53,.453,15,.000,23,.652,35,7,4,17,50.00
3906,Fairfield,56,davidson,67,50,.480,18,.167,14,.357,27,3,2,11,1,52,.423,24,.375,16,.875,28,6,2,8,50.00
3907,Temple,66,davidson,53,66,.394,20,.300,9,.889,38,7,2,12,1,50,.360,33,.242,11,.818,27,3,5,14,50.00
3908,Northeastern,63,davidson,70,51,.431,25,.280,14,.857,26,5,3,7,1,52,.519,21,.429,11,.636,29,3,1,9,50.00
3909,Coppin-State,52,davidson,88,52,.346,18,.278,18,.611,25,1,0,10,0,64,.531,31,.419,11,.636,39,7,0,4,46.20
3910,Loyola-(IL),56,davidson,59,43,.465,15,.267,18,.667,27,7,1,12,1,51,.431,24,.375,7,.857,23,6,3,12,50.00
3911,davidson,71,Vanderbilt,76,57,.421,31,.452,14,.643,28,6,3,13,50.00,47,.468,17,.412,37,.676,31,8,2,11,1
3912,Duquesne,71,davidson,64,53,.491,20,.300,17,.765,33,6,5,10,1,62,.387,29,.345,7,.857,29,7,4,9,50.00
3913,davidson,58,Rhode-Island,69,63,.365,23,.174,11,.727,33,5,2,9,50.00,54,.444,15,.400,20,.750,37,5,5,12,1
3914,St-Joseph's,83,davidson,89,65,.400,37,.378,20,.850,36,7,5,15,0,63,.429,21,.381,36,.750,39,8,1,10,46.20
3915,Richmond,70,davidson,64,50,.460,22,.409,16,.938,28,7,3,8,0,57,.333,33,.242,21,.857,36,3,3,12,46.20
3916,davidson,74,Fordham,62,50,.540,30,.400,9,.889,29,6,3,14,50.00,54,.444,23,.348,8,.750,21,8,2,10,1
3917,Saint-Louis,59,davidson,71,61,.344,26,.385,12,.583,35,5,3,9,0,47,.404,21,.333,32,.813,36,5,6,9,46.20
3918,davidson,68,George-Mason,53,53,.434,29,.379,14,.786,32,4,4,11,46.20,60,.317,24,.292,11,.727,32,6,5,10,0
3919,davidson,104,George-Washington,107,83,.470,26,.385,26,.615,37,5,5,7,50.00,76,.447,32,.406,38,.684,50,4,8,8,1
3920,texas-pan-american,57,South-Dakota-State,70,70,.300,13,.231,17,.706,35,5,5,8,50.00,59,.458,17,.235,21,.571,48,4,1,11,1
3921,Howard-Payne,42,texas-pan-american,93,40,.400,10,.200,16,.500,13,4,1,20,0,63,.587,21,.476,17,.529,37,12,3,8,46.20
3922,North-Dakota-State,76,texas-pan-american,70,56,.411,29,.414,23,.783,40,3,1,14,1,60,.483,16,.375,14,.429,29,6,6,9,50.00
3923,Stony-Brook,69,texas-pan-american,58,43,.488,21,.476,25,.680,28,8,3,20,1,58,.362,11,.364,14,.857,27,6,1,12,50.00
3924,texas-pan-american,55,Texas-AM-Corpus-Christi,63,51,.373,16,.313,16,.750,20,7,7,8,50.00,52,.385,16,.375,24,.708,39,6,1,12,1
3925,Texas-AM-International,52,texas-pan-american,79,45,.422,14,.357,17,.529,27,6,1,22,0,55,.491,24,.417,20,.750,26,13,7,15,46.20
3926,texas-pan-american,52,Texas-AM-Corpus-Christi,55,51,.373,18,.278,15,.600,30,9,5,22,46.20,47,.383,16,.313,20,.700,31,6,2,23,0
3927,texas-pan-american,90,Sam-Houston-State,86,71,.408,28,.321,29,.793,47,10,7,22,46.20,72,.347,22,.318,42,.690,40,15,3,19,0
3928,texas-pan-american,92,Mid-America-Christian,50,65,.523,24,.375,25,.600,32,13,6,6,46.20,46,.457,12,.250,12,.417,17,4,2,23,0
3929,texas-pan-american,58,Creighton,89,63,.397,15,.133,10,.600,26,11,7,20,50.00,49,.571,21,.476,27,.852,29,8,0,16,1
3930,texas-pan-american,82,Omaha,92,70,.414,16,.313,22,.864,30,8,3,11,50.00,58,.621,11,.273,24,.708,36,2,4,15,1
3931,Texas-Tech,68,texas-pan-american,58,49,.449,16,.250,27,.741,34,7,3,15,1,63,.381,19,.368,6,.500,29,6,1,16,50.00
3932,texas-pan-american,72,Oklahoma,91,68,.412,30,.367,8,.625,22,12,1,14,50.00,59,.508,22,.318,29,.828,42,7,4,19,1
3933,California-Baptist,76,texas-pan-american,67,46,.478,15,.467,29,.862,40,8,3,23,1,69,.362,10,.300,24,.583,33,9,5,14,50.00
3934,texas-pan-american,76,UMKC,64,58,.431,21,.333,27,.704,32,6,2,10,46.20,47,.511,15,.200,21,.619,21,7,2,11,0
3935,Chicago-State,63,texas-pan-american,87,41,.512,9,.444,28,.607,25,2,6,22,0,65,.477,24,.375,21,.762,33,15,2,11,46.20
3936,texas-pan-american,74,Seattle,91,59,.441,16,.375,24,.667,33,4,5,12,50.00,62,.484,24,.542,24,.750,36,6,6,7,1
3937,texas-pan-american,70,Utah-Valley,72,63,.413,19,.316,17,.706,28,7,2,5,50.00,50,.420,21,.238,31,.806,38,1,6,12,1
3938,New-Mexico-State,67,texas-pan-american,62,45,.556,20,.400,16,.563,24,5,0,13,0,48,.500,15,.333,10,.900,18,6,4,15,46.20
3939,texas-pan-american,79,Grand-Canyon,87,63,.460,24,.250,17,.882,23,10,4,10,46.20,50,.580,20,.600,22,.773,28,4,0,19,0
3940,stony-brook,69,Yale,74,68,.309,23,.261,26,.808,46,6,9,16,46.20,70,.386,26,.346,19,.579,43,8,7,12,0
3941,Seton-Hall,74,stony-brook,57,64,.438,18,.389,16,.688,34,5,3,9,1,51,.353,25,.240,20,.750,33,6,9,13,16.70
3942,stony-brook,91,Farmingdale-State,44,75,.440,36,.306,17,.824,49,9,5,13,46.20,51,.294,25,.280,14,.500,24,4,3,22,0
3943,Texas-AM-Corpus-Christi,63,stony-brook,68,53,.453,26,.385,7,.714,38,2,2,15,1,67,.373,31,.290,17,.529,33,3,3,5,16.70
3944,Texas-Rio-Grande-Valley,58,stony-brook,69,58,.362,11,.364,14,.857,27,6,1,12,1,43,.488,21,.476,25,.680,28,8,3,20,16.70
3945,North-Dakota-State,57,stony-brook,64,64,.344,30,.267,9,.556,33,6,4,9,1,54,.407,21,.429,11,1.000,34,1,4,12,16.70
3946,stony-brook,87,Wagner,84,62,.500,24,.542,19,.632,35,5,8,12,16.70,61,.426,28,.536,23,.739,30,6,3,11,1
3947,Delaware,75,stony-brook,61,67,.448,30,.333,7,.714,38,7,3,7,1,66,.288,33,.242,19,.789,46,2,4,15,16.70
3948,stony-brook,65,Manhattan,47,51,.431,20,.350,21,.667,41,6,4,13,46.20,59,.288,20,.350,10,.600,30,7,3,12,0
3949,stony-brook,79,Brown,63,53,.528,25,.560,16,.563,32,8,4,16,46.20,63,.365,26,.269,12,.833,30,10,1,14,0
3950,stony-brook,63,Hofstra,71,58,.414,25,.320,7,1.000,42,5,5,22,16.70,72,.306,35,.343,17,.882,41,8,1,11,1
3951,Providence,82,stony-brook,78,60,.400,27,.444,30,.733,30,10,7,13,1,62,.435,31,.355,17,.765,32,8,8,18,16.70
3952,stony-brook,44,Virginia,56,45,.378,21,.238,8,.625,29,8,7,14,16.70,52,.404,16,.313,12,.750,26,4,4,10,1
3953,American,74,stony-brook,77,59,.492,19,.526,10,.600,32,6,3,16,1,63,.460,17,.471,19,.579,36,8,5,12,16.70
3954,Norfolk-State,65,stony-brook,81,58,.397,23,.304,22,.545,28,9,1,9,0,52,.462,27,.444,24,.875,39,5,4,16,46.20
3955,Maine,52,stony-brook,73,54,.352,24,.208,12,.750,31,5,2,21,1,59,.441,32,.344,12,.833,33,15,3,16,16.70
3956,Vermont,77,stony-brook,81,56,.411,31,.387,23,.826,31,5,4,15,1,57,.439,27,.481,25,.720,31,8,2,13,16.70
3957,New-Hampshire,48,stony-brook,73,67,.239,25,.240,17,.588,41,8,1,18,0,53,.472,23,.304,25,.640,36,9,7,16,46.20
3958,Hartford,68,stony-brook,65,57,.404,18,.389,21,.714,32,6,2,11,1,58,.362,30,.233,26,.615,39,5,7,13,16.70
3959,stony-brook,70,Albany-(NY),62,49,.551,16,.500,17,.471,34,9,4,20,46.20,59,.373,29,.276,15,.667,28,7,2,16,0
3960,Bradley,81,saint-josephs,86,77,.390,20,.450,15,.800,38,7,6,14,0,62,.419,31,.194,32,.875,28,7,5,16,46.20
3961,saint-josephs,69,Old-Dominion,82,68,.324,37,.405,19,.526,35,4,2,13,66.70,66,.394,17,.471,34,.647,50,8,8,12,1
3962,saint-josephs,96,UConn,87,70,.457,33,.394,33,.576,39,9,4,9,66.70,63,.349,29,.483,38,.763,43,5,7,13,1
3963,Loyola-(IL),85,saint-josephs,68,62,.565,14,.286,18,.611,29,12,2,12,1,56,.393,34,.353,19,.632,36,7,2,24,66.70
3964,saint-josephs,62,Florida,70,66,.348,23,.130,19,.684,35,3,5,11,66.70,55,.436,22,.318,23,.652,39,4,10,12,1
3965,saint-josephs,69,Missouri-State,71,58,.431,28,.357,11,.818,27,6,4,12,66.70,60,.383,20,.300,23,.826,38,11,2,13,1
3966,Towson,76,saint-josephs,64,62,.452,23,.435,11,.909,37,7,4,16,1,68,.368,33,.273,11,.455,35,7,5,14,66.70
3967,Saint-Francis-(PA),79,saint-josephs,63,63,.476,14,.429,16,.813,40,7,4,10,0,67,.313,29,.276,15,.867,35,3,2,10,46.20
3968,saint-josephs,71,Lafayette,94,60,.417,27,.296,18,.722,31,2,0,11,46.20,62,.548,28,.500,14,.857,27,5,4,5,0
3969,saint-josephs,66,Villanova,78,65,.385,24,.208,13,.846,26,8,0,10,46.20,55,.491,17,.235,22,.909,34,2,7,8,0
3970,Temple,108,saint-josephs,61,67,.627,15,.533,25,.640,46,8,4,11,1,67,.313,42,.286,10,.700,24,4,0,12,66.70
3971,William--Mary,69,saint-josephs,84,61,.393,26,.308,16,.813,35,5,1,10,0,63,.429,43,.372,19,.737,35,5,4,6,46.20
3972,saint-josephs,52,Richmond,84,60,.367,30,.200,6,.333,36,4,4,21,66.70,65,.477,25,.320,14,1.000,34,9,3,8,1
3973,Dayton,80,saint-josephs,67,61,.443,29,.310,18,.944,34,5,4,8,0,55,.400,26,.385,22,.591,32,3,5,12,46.20
3974,Duquesne,78,saint-josephs,60,60,.500,27,.296,15,.667,36,4,9,7,0,73,.288,35,.143,22,.591,43,2,5,10,46.20
3975,Davidson,89,saint-josephs,83,63,.429,21,.381,36,.750,39,8,1,10,1,65,.400,37,.378,20,.850,36,7,5,15,66.70
3976,Rhode-Island,71,saint-josephs,61,71,.408,13,.231,21,.476,43,10,4,6,0,62,.371,29,.172,19,.526,37,0,2,15,46.20
3977,Penn,81,saint-josephs,87,68,.456,34,.206,17,.706,32,8,0,12,1,61,.492,27,.444,19,.789,37,5,1,15,66.70
3978,saint-josephs,60,VCU,73,51,.314,27,.333,25,.760,38,3,4,18,46.20,68,.397,23,.348,16,.688,37,14,2,6,0
3979,saint-josephs,69,George-Washington,85,55,.436,25,.360,18,.667,34,4,2,13,66.70,56,.554,21,.476,23,.565,31,6,5,7,1
3980,Prairie-View,69,central-florida,73,60,.383,21,.524,16,.750,31,4,1,18,0,54,.426,32,.313,28,.607,34,5,5,15,45.50
3981,Miami-(FL),79,central-florida,70,62,.468,20,.250,22,.727,29,7,2,9,0,62,.468,24,.292,12,.417,39,4,3,17,45.50
3982,Illinois-State,65,central-florida,67,61,.459,20,.300,4,.750,32,8,3,17,1,58,.414,23,.261,19,.684,33,8,7,17,22.20
3983,College-of-Charleston,71,central-florida,72,58,.483,17,.412,12,.667,25,6,0,12,0,54,.426,14,.357,26,.808,34,3,2,11,45.50
3984,Penn,68,central-florida,67,47,.511,24,.458,11,.818,34,7,6,22,1,74,.324,15,.267,21,.714,39,11,1,12,22.20
3985,central-florida,78,Pepperdine,65,56,.518,20,.400,18,.667,36,8,3,14,22.20,57,.404,24,.208,16,.875,26,7,3,15,1
3986,central-florida,77,College-of-Charleston,56,60,.483,21,.381,14,.786,35,7,3,5,22.20,59,.373,20,.300,10,.600,29,3,4,10,1
3987,NJIT,65,central-florida,78,64,.375,22,.318,15,.667,37,8,1,18,0,62,.516,24,.292,10,.700,28,7,8,15,45.50
3988,central-florida,79,Green-Bay,66,67,.448,24,.417,12,.750,30,6,1,13,45.50,54,.481,13,.308,14,.714,30,7,5,17,0
3989,central-florida,76,Sacred-Heart,65,65,.431,23,.261,20,.700,38,4,4,11,45.50,67,.388,27,.148,10,.900,33,5,2,11,0
3990,Bethune-Cookman,65,central-florida,70,69,.362,21,.333,14,.571,33,7,0,12,0,56,.429,24,.208,27,.630,41,5,4,16,45.50
3991,central-florida,52,Oklahoma,53,67,.313,21,.238,6,.833,47,6,3,10,22.20,65,.323,26,.231,6,.833,41,5,6,10,1
3992,central-florida,58,Temple,62,57,.421,24,.250,10,.400,30,8,4,15,45.50,53,.377,21,.333,23,.652,34,12,4,16,0
3993,Houston,78,central-florida,63,55,.382,21,.286,38,.789,42,9,4,15,1,65,.338,30,.233,19,.632,34,4,3,16,22.20
3994,central-florida,74,SMU,81,59,.492,20,.350,11,.818,27,11,2,10,22.20,54,.481,24,.542,20,.800,33,5,3,13,1
3995,Cincinnati,68,central-florida,54,54,.500,16,.375,9,.889,30,6,3,12,0,45,.422,9,.111,21,.714,20,5,2,14,45.50
3996,central-florida,74,Tulane,55,49,.469,26,.462,19,.842,33,5,1,15,22.20,58,.362,22,.273,12,.583,27,8,3,13,1
3997,central-florida,55,South-Florida,54,47,.426,18,.389,11,.727,29,2,4,16,45.50,56,.357,26,.154,16,.625,26,5,2,11,0
3998,central-florida,79,Wichita-State,87,61,.377,26,.385,26,.885,28,10,3,7,22.20,60,.400,26,.385,42,.690,41,1,1,12,1
3999,Memphis,59,central-florida,57,55,.436,15,.400,9,.556,38,3,4,17,0,57,.386,15,.267,13,.692,27,4,1,11,45.50
4000,Oregon,71,fresno-state,57,60,.417,13,.077,27,.741,43,8,2,13,1,55,.345,36,.250,14,.714,28,5,7,17,25.00
4001,fresno-state,77,Winthrop,74,52,.481,24,.458,20,.800,36,5,3,14,45.50,63,.444,34,.382,9,.556,24,3,2,8,0
4002,San-Diego,72,fresno-state,66,62,.387,24,.292,22,.773,35,8,3,12,1,64,.359,30,.200,21,.667,42,5,3,17,25.00
4003,Cal-State-San-Bernardino,47,fresno-state,92,49,.286,16,.125,27,.630,31,6,1,18,0,62,.500,29,.414,35,.514,46,10,5,11,45.50
4004,fresno-state,58,Saint-Mary's,68,52,.423,23,.391,9,.556,26,3,4,11,25.00,51,.510,18,.333,12,.833,25,9,4,5,1
4005,fresno-state,72,Cal-State-Northridge,73,56,.482,35,.314,12,.583,33,2,2,7,25.00,56,.411,28,.429,17,.882,28,2,2,5,1
4006,fresno-state,80,UNLV,81,61,.377,42,.333,28,.714,32,5,7,8,45.50,61,.393,26,.346,35,.686,46,3,2,12,0
4007,fresno-state,70,Utah-State,77,68,.368,34,.206,15,.867,36,7,5,10,25.00,60,.350,19,.211,34,.912,43,8,3,10,1
4008,fresno-state,63,California,69,56,.393,19,.368,18,.667,34,1,3,11,25.00,50,.480,14,.429,18,.833,23,2,5,6,1
4009,fresno-state,62,Cal-Poly,37,53,.434,24,.292,12,.750,45,10,3,19,25.00,49,.245,16,.063,15,.800,23,9,1,14,1
4010,IUPUI,64,fresno-state,95,50,.420,20,.450,22,.591,25,7,2,17,0,71,.451,39,.385,17,.941,46,11,1,10,45.50
4011,San-Francisco,71,fresno-state,69,59,.390,31,.387,20,.650,27,9,4,6,0,60,.450,27,.333,13,.462,42,6,7,14,45.50
4012,UC-Riverside,60,fresno-state,57,56,.429,19,.526,4,.500,33,5,3,15,0,48,.417,22,.364,13,.692,18,3,6,14,45.50
4013,fresno-state,52,San-Diego-State,61,52,.346,20,.200,16,.750,33,5,4,16,25.00,49,.449,12,.250,17,.824,30,5,3,14,1
4014,fresno-state,79,San-Jose-State,64,57,.474,34,.441,15,.667,34,4,1,8,45.50,54,.426,22,.318,18,.611,31,3,1,10,0
4015,New-Mexico,78,fresno-state,64,58,.466,22,.409,21,.714,32,5,4,8,1,64,.375,21,.286,19,.526,41,4,2,10,25.00
4016,San-Diego-State,64,fresno-state,55,51,.471,18,.167,14,.929,28,1,3,10,0,55,.364,17,.294,11,.909,30,4,2,11,45.50
4017,fresno-state,65,Wyoming,50,53,.377,23,.304,25,.720,38,5,6,10,25.00,55,.345,32,.313,3,.667,25,3,3,13,1
4018,fresno-state,68,Colorado-State,86,60,.417,26,.346,10,.900,29,3,3,10,25.00,63,.540,18,.500,13,.692,33,4,0,4,1
4019,fresno-state,53,Boise-State,87,43,.372,16,.250,19,.895,22,5,3,18,45.50,59,.542,28,.500,11,.818,31,6,1,10,0
4020,Alabama-Birmingham,76,troy,75,55,.491,19,.474,20,.650,40,4,1,16,0,63,.444,28,.429,11,.636,18,8,1,6,45.50
4021,Chattanooga,74,troy,68,57,.421,34,.324,24,.625,34,10,0,12,0,63,.413,26,.385,19,.316,42,4,2,16,45.50
4022,Indiana,100,troy,62,65,.538,23,.391,30,.700,47,11,6,12,1,63,.317,25,.200,31,.548,36,7,3,16,60.00
4023,troy,84,Carver-College,57,70,.443,19,.158,26,.731,47,12,4,15,45.50,59,.305,15,.333,26,.615,35,7,2,20,0
4024,troy,52,Texas-AM,56,66,.318,30,.233,9,.333,39,6,2,15,60.00,53,.321,28,.179,23,.739,40,4,8,14,1
4025,troy,60,Samford,72,65,.323,27,.259,18,.611,31,6,1,16,60.00,47,.532,23,.522,13,.769,35,5,4,25,1
4026,Alabama-AM,80,troy,66,57,.491,27,.407,16,.813,33,5,5,9,1,60,.383,22,.182,21,.762,28,4,0,10,60.00
4027,Shorter,53,troy,104,56,.304,31,.258,19,.579,24,7,1,20,0,71,.563,29,.448,15,.733,47,10,4,16,45.50
4028,troy,71,North-Alabama,63,64,.391,21,.238,21,.762,37,7,5,13,45.50,52,.404,27,.296,17,.765,32,7,4,19,0
4029,Jacksonville-State,55,troy,60,53,.340,35,.314,16,.500,29,8,4,13,1,55,.436,19,.263,10,.700,30,6,1,13,60.00
4030,Chattanooga,84,troy,80,64,.422,31,.323,28,.714,28,6,1,9,1,59,.492,20,.400,17,.824,31,6,6,15,60.00
4031,troy,77,Coastal-Carolina,59,57,.404,30,.400,25,.760,36,5,3,16,45.50,67,.358,21,.143,12,.667,37,7,2,17,0
4032,troy,65,Appalachian-State,70,66,.318,30,.367,12,1.000,38,3,0,13,45.50,53,.453,21,.333,26,.577,34,10,4,9,0
4033,troy,63,Louisiana-Monroe,79,58,.397,23,.304,18,.556,24,4,4,16,60.00,46,.522,11,.455,34,.765,35,4,7,17,1
4034,Louisiana,79,troy,62,57,.509,18,.444,15,.867,39,6,4,19,1,61,.361,27,.296,12,.833,26,9,3,14,60.00
4035,Texas-State,63,troy,71,61,.328,19,.316,22,.773,31,2,2,7,1,52,.500,21,.476,11,.818,27,5,2,10,60.00
4036,troy,76,Little-Rock,71,59,.424,31,.484,18,.611,32,6,7,12,45.50,68,.382,23,.217,20,.700,41,7,3,16,0
4037,Arkansas-State,76,troy,68,53,.415,21,.333,38,.658,37,19,1,18,1,55,.455,30,.300,11,.818,31,6,1,22,60.00
4038,troy,66,Georgia-Southern,82,58,.466,28,.250,9,.556,26,5,3,15,45.50,56,.536,20,.400,16,.875,27,7,1,13,0
4039,Georgia-State,65,troy,75,65,.354,29,.310,14,.714,29,2,5,15,0,59,.424,28,.429,20,.650,40,3,5,16,45.50
4040,new-mexico-state,92,Western-New-Mexico,46,55,.545,25,.360,28,.821,40,5,0,13,45.50,56,.286,27,.370,6,.667,15,7,0,14,0
4041,new-mexico-state,50,UTEP,65,57,.368,26,.231,11,.182,36,5,0,15,11.10,49,.469,13,.231,21,.762,31,8,3,11,1
4042,Southern,63,new-mexico-state,79,50,.440,12,.583,16,.750,23,7,1,15,0,46,.478,22,.364,39,.692,31,6,1,13,45.50
4043,Arizona,83,new-mexico-state,53,57,.526,21,.476,15,.867,31,6,6,12,1,55,.327,30,.300,13,.615,27,2,1,18,11.10
4044,New-Mexico,78,new-mexico-state,77,52,.538,15,.267,24,.750,25,7,1,16,0,64,.438,33,.212,18,.778,33,7,0,13,45.50
4045,Colorado-State,70,new-mexico-state,78,49,.490,16,.438,23,.652,25,9,0,20,1,61,.459,27,.296,16,.875,31,6,1,15,11.10
4046,South-Florida,45,new-mexico-state,65,47,.340,16,.313,11,.727,25,5,4,15,1,50,.480,21,.524,10,.600,30,7,2,11,11.10
4047,George-Mason,68,new-mexico-state,64,51,.490,15,.333,16,.813,32,4,5,13,1,63,.397,29,.276,8,.750,31,6,1,9,11.10
4048,UTEP,56,new-mexico-state,59,46,.391,23,.261,15,.933,25,5,2,15,0,54,.389,19,.263,17,.706,35,7,3,12,45.50
4049,Washington-State,63,new-mexico-state,54,48,.354,21,.381,26,.808,35,7,2,13,1,61,.344,28,.179,14,.500,39,5,7,17,11.10
4050,Denver,67,new-mexico-state,72,57,.456,13,.385,15,.667,23,8,2,15,1,56,.500,22,.364,14,.571,36,9,1,19,11.10
4051,new-mexico-state,62,New-Mexico,69,55,.436,28,.357,10,.400,30,10,5,22,11.10,50,.420,16,.250,28,.821,31,14,2,16,1
4052,Arkansas-Pine-Bluff,40,new-mexico-state,65,46,.348,12,.250,6,.833,21,6,1,13,0,49,.449,25,.320,21,.619,34,6,2,11,45.50
4053,new-mexico-state,58,Mississippi-State,52,50,.400,23,.391,13,.692,29,6,2,16,11.10,51,.412,16,.188,11,.636,27,10,3,17,1
4054,Northern-New-Mexico,30,new-mexico-state,104,50,.240,23,.130,5,.600,24,4,2,22,0,70,.586,39,.513,4,.500,39,15,1,7,45.50
4055,new-mexico-state,86,California-Baptist,71,69,.493,31,.323,9,.889,30,7,3,9,11.10,46,.478,26,.308,24,.792,23,5,2,17,1
4056,Chicago-State,54,new-mexico-state,93,50,.320,19,.263,21,.810,28,4,0,18,0,59,.492,34,.471,25,.760,38,12,1,10,45.50
4057,UMKC,71,new-mexico-state,74,57,.456,24,.542,14,.429,22,9,0,11,0,47,.617,18,.444,14,.571,31,4,4,18,45.50
4058,Utah-Valley,56,new-mexico-state,70,52,.404,19,.263,14,.643,27,6,2,13,1,49,.449,29,.379,17,.882,32,7,3,15,11.10
4059,Seattle,67,new-mexico-state,75,54,.426,22,.273,18,.833,23,3,3,9,1,50,.400,21,.429,31,.839,35,2,1,10,11.10
4060,arkansas-little-rock,67,Missouri-State,66,52,.519,14,.214,15,.667,30,7,3,13,44.40,54,.426,28,.286,18,.667,24,7,3,10,1
4061,arkansas-little-rock,70,Illinois-State,75,53,.509,19,.316,12,.833,24,9,4,15,44.40,51,.471,24,.417,24,.708,25,4,4,15,1
4062,Southwest-Baptist,59,arkansas-little-rock,77,53,.434,26,.385,4,.750,23,6,1,17,0,62,.468,16,.188,24,.667,42,8,2,13,45.50
4063,Central-Arkansas,56,arkansas-little-rock,76,51,.255,25,.320,30,.733,30,5,10,17,1,61,.426,18,.333,24,.750,41,6,2,12,44.40
4064,arkansas-little-rock,58,Memphis,68,49,.429,10,.300,24,.542,34,11,4,26,44.40,62,.387,21,.238,23,.652,36,16,6,19,1
4065,NC-State,74,arkansas-little-rock,58,56,.482,22,.364,18,.667,32,11,5,15,1,59,.373,18,.222,14,.714,32,7,2,16,44.40
4066,arkansas-little-rock,67,St-Francis-(NY),56,52,.346,15,.333,36,.722,40,10,2,13,45.50,54,.352,20,.250,21,.619,36,3,2,16,0
4067,Alcorn-State,50,arkansas-little-rock,67,58,.310,27,.185,14,.643,35,5,4,15,0,53,.396,20,.300,28,.679,43,5,0,17,45.50
4068,ETSU,67,arkansas-little-rock,63,51,.451,22,.500,12,.833,22,6,1,11,0,45,.467,20,.400,18,.722,29,6,1,17,45.50
